id,dl_inserted_at,resources_engine,resources_resource_crc,resources_resource_stock_crc,resources_resource_stock_status,resources_resource_stock_stock_level,resources_resource_stock_version_nbr,resources_resource_stock_stock_end_dt,resources_resource_stock_stock_start_dt,resources_resource_status,resources_resource_category_crc,resources_resource_category_status,resources_resource_category_category_id,resources_resource_category_category_name,resources_resource_category_category_defn_state,resources_resource_comments,resources_resource_favorite,resources_resource_edit_perm,resources_resource_comment_id,resources_resource_assign_perm,resources_resource_last_mod_dt,resources_resource_resource_id,resources_resource_instructions,resources_resource_last_mod_user,resources_resource_resource_name,resources_resource_schedule_perm,resources_resource_instruction_id,resources_resource_current_stock_level,resources_resource_category,resources_resource_stock
535,2025-10-08 17:38:34.438174,accl,00000024,00000021,est,13.0,1.0,2099-12-30,2025-05-12,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,,C,2025-05-20T12:50:27-04:00,535,,bumcfa02@bu.edu,BUMC - L6 CSSC - Recording Patient Rm,F,,13,,
533,2025-10-08 17:38:34.770625,accl,0000002D,00000021,est,4.0,5.0,2099-12-27,2025-05-12,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,,C,2025-05-20T12:29:15-04:00,533,,bumcfa02@bu.edu,BUMC - L6 CSSC - Recording Sim Rm,F,,4,,
537,2025-10-08 17:38:35.090133,accl,00000026,00000021,est,2.0,2.0,2052-03-30,2025-07-06,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,,C,2025-07-21T13:00:58-04:00,537,,bumcfa02@bu.edu,BUMC - L6 CSSC - Scrub Sink,F,,2,,
354,2025-10-08 17:38:35.409530,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392049,C,2017-03-09T14:41:51-05:00,354,,service25,BUMC - Lab **WET LAB**,F,392050,100,,
355,2025-10-08 17:38:35.736815,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392051,C,2017-03-09T14:42:07-05:00,355,,service25,BUMC - Lab Biohazard Trash Box,F,392052,100,,
356,2025-10-08 17:38:36.070719,accl,00000021,00000021,est,6.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392053,C,2017-03-09T14:42:25-05:00,356,,service25,BUMC - Lab ECG/EKG Machines,F,392054,6,,
283,2025-10-08 17:38:36.399995,accl,00000021,00000021,est,1.0,2.0,2100-01-02,2017-01-27,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391865,C,2017-03-09T14:21:39-05:00,283,,service25,BUMC - Lab L4 Red Bag Pick up,F,391866,1,,
357,2025-10-08 17:38:36.717185,accl,00000021,00000021,est,16.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392055,C,2017-03-09T14:42:40-05:00,357,,service25,BUMC - Lab Mattress,F,392056,16,,
358,2025-10-08 17:38:37.049218,accl,00000021,00000021,est,7.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392058,C,2017-03-09T14:42:56-05:00,358,,service25,BUMC - Lab Osmotic Pressure,F,392059,7,,
359,2025-10-08 17:38:37.374437,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392060,C,2017-03-09T14:43:14-05:00,359,,service25,BUMC - Lab Pigs Feet/Pig Skin,F,392061,1,,
360,2025-10-08 17:38:37.756274,accl,00000021,00000021,est,20.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392062,C,2017-03-09T14:43:30-05:00,360,,service25,BUMC - Lab Pillow,F,392063,20,,
284,2025-10-08 17:38:38.085936,accl,00000021,00000021,est,20.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391867,C,2017-03-09T14:21:53-05:00,284,,service25,BUMC - Lab SET-UP,F,391868,20,,
362,2025-10-08 17:38:38.414364,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392067,C,2017-03-09T14:44:03-05:00,362,,service25,BUMC - Lab Sharp Container,F,392068,100,,
363,2025-10-08 17:38:38.737125,accl,00000021,00000021,est,12.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392069,C,2017-03-09T14:44:19-05:00,363,,service25,BUMC - Lab Sheets,F,392070,12,,
365,2025-10-08 17:38:39.070330,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392073,C,2017-03-09T14:44:52-05:00,365,,service25,BUMC - Lab Surgical Blade,F,392074,100,,
366,2025-10-08 17:38:39.404658,accl,00000021,00000021,est,50.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392075,C,2017-03-09T14:45:08-05:00,366,,service25,BUMC - Lab Suture,F,392076,50,,
367,2025-10-08 17:38:39.739780,accl,00000021,00000021,est,50.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392077,C,2017-03-09T14:45:23-05:00,367,,service25,BUMC - Lab Suture Instruments,F,392078,50,,
368,2025-10-08 17:38:40.068108,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392080,C,2017-03-09T14:45:41-05:00,368,,service25,BUMC - Lab Test Tubes Solutions,F,392081,100,,
369,2025-10-08 17:38:40.406450,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392082,C,2017-03-09T14:45:59-05:00,369,,service25,BUMC - Lab Tie Boards,F,392083,100,,
370,2025-10-08 17:38:40.737251,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392084,C,2017-03-09T14:46:19-05:00,370,,service25,BUMC - Lab Tongue Depressors,F,392085,100,,
371,2025-10-08 17:38:41.070490,accl,00000021,00000021,est,20.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392086,C,2017-03-09T14:46:31-05:00,371,,service25,BUMC - Lab Trash bag,F,392087,20,,
372,2025-10-08 17:38:41.402662,accl,00000022,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,,,,,,,F,F,,C,2021-04-20T17:39:10-04:00,372,,kparker2@bu.edu,BUMC - Lab X-ray Reading Light Box,F,,5,"[{'crc': '00000021', 'status': 'est', 'category_id': 320, 'category_name': 'Building - 670 Albany', 'category_defn_state': 1}, {'crc': '00000021', 'status': 'est', 'category_id': 308, 'category_name': 'BUMC - LETS', 'category_defn_state': 1}]",
373,2025-10-08 17:38:41.722822,accl,00000022,00000021,est,3.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-05-02T15:50:04-04:00,373,,bumcfa02@bu.edu,BUMC - Laptop (admin),F,,3,,
374,2025-10-08 17:38:42.048923,accl,00000021,00000021,est,7.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392093,C,2017-03-09T14:47:16-05:00,374,,service25,BUMC - Laptop (instructional),F,392094,7,,
353,2025-10-08 17:38:42.375861,accl,00000021,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392047,C,2017-03-09T14:41:35-05:00,353,,service25,BUMC - LCD Projector,F,392048,5,,
458,2025-10-08 17:38:42.695768,accl,00000021,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436823,C,2017-06-28T10:57:51-04:00,458,,BUMC FAx,BUMC - LCD Projector Rental,F,436824,5,,
454,2025-10-08 17:38:43.024462,accl,00000021,00000021,est,4.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,436808,C,2017-06-28T08:27:35-04:00,454,,r25admin,BUMC - Mechanic,F,436809,4,,
377,2025-10-08 17:38:43.348891,accl,00000021,00000022,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392101,C,2017-03-09T14:48:03-05:00,377,,service25,BUMC - Mic - over ear,F,392102,2,,
378,2025-10-08 17:38:43.691491,accl,00000021,00000021,est,7.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392103,C,2017-03-09T14:48:20-05:00,378,,service25,BUMC - Mic Cable 10ft XLR to USB,F,392104,7,,
379,2025-10-08 17:38:44.008153,accl,00000022,00000021,est,8.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-10T15:24:40-04:00,379,,bumcfa02@bu.edu,BUMC - Mic Stand (Table Top),F,,8,,
380,2025-10-08 17:38:44.330760,accl,00000021,00000021,est,4.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392108,C,2017-03-09T14:48:49-05:00,380,,service25,BUMC - Mic Stand(Floor Stand w/Boom Arm),F,392109,4,,
381,2025-10-08 17:38:44.653473,accl,00000021,00000021,est,40.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392110,C,2017-03-09T14:49:04-05:00,381,,service25,BUMC - Microscope,F,392111,40,,
382,2025-10-08 17:38:44.986494,accl,00000021,00000021,est,75.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392113,C,2017-03-09T14:49:22-05:00,382,,service25,BUMC - Microscope lockers,F,392114,75,,
383,2025-10-08 17:38:45.345384,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392115,C,2017-03-09T14:49:40-05:00,383,,service25,BUMC - Microscope w/video camera,F,392116,2,,
402,2025-10-08 17:38:45.666700,accl,00000022,00000022,est,5.0,4.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:51:25-04:00,402,,bumcfa04@bu.edu,BUMC - Microsoft Teams,F,,5,,
352,2025-10-08 17:38:45.981045,accl,00000023,00000021,est,2.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:56:42-04:00,352,,bumcfa04@bu.edu,"BUMC - Monitor Screen Cart 42""",F,,2,,
348,2025-10-08 17:38:46.307035,accl,00000023,00000021,est,4.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:56:10-04:00,348,,bumcfa04@bu.edu,"BUMC - Monitor Screen Cart 55""",F,,4,,
384,2025-10-08 17:38:46.628860,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392118,C,2017-03-09T14:49:55-05:00,384,,service25,BUMC - NO AV ASSISTANCE REQUESTED,F,392119,100,,
285,2025-10-08 17:38:46.958505,accl,00000021,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391869,C,2017-03-09T14:22:07-05:00,285,,service25,BUMC - NO Facility Setup Needed,F,391870,5,,
287,2025-10-08 17:38:47.341827,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391873,C,2017-03-09T14:22:36-05:00,287,,service25,BUMC - No Furniture/ Empty space,F,391874,2,,
286,2025-10-08 17:38:47.659839,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,,,,,,,F,F,391871,C,2017-03-09T14:22:21-05:00,286,,service25,BUMC - NO Sprinkler - Talbot Green,F,391872,1,"[{'crc': '00000021', 'status': 'est', 'category_id': 321, 'category_name': 'Building - Talbot', 'category_defn_state': 1}, {'crc': '00000021', 'status': 'est', 'category_id': 307, 'category_name': 'BUMC - Facilities Mgt.', 'category_defn_state': 1}]",
260,2025-10-08 17:38:47.986887,accl,00000022,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:57:05-04:00,260,,bumcfa04@bu.edu,BUMC - OSEE Duet Stream Box,F,,1,,
385,2025-10-08 17:38:48.307696,accl,00000021,00000021,est,6.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392120,C,2017-03-09T14:50:11-05:00,385,,service25,BUMC - PA Speaker,F,392121,6,,
386,2025-10-08 17:38:48.620291,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392122,C,2017-03-09T14:50:28-05:00,386,,service25,BUMC - Panasonic AG-DV200 DV Camera,F,392123,1,,
288,2025-10-08 17:38:48.952135,accl,00000022,00000021,est,2.0,4.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,,C,2021-08-17T16:10:47-04:00,288,,BUMC FA2,BUMC - Partition Closed / 670 Rm 107&108,F,,2,,
289,2025-10-08 17:38:49.283707,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391877,C,2017-03-09T14:23:08-05:00,289,,service25,BUMC - Partition Closed / K103N/S,F,391878,1,,
290,2025-10-08 17:38:49.610369,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391879,C,2017-03-09T14:23:22-05:00,290,,service25,BUMC - Partition Closed / L109A/L109B,F,391880,1,,
291,2025-10-08 17:38:49.946286,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391881,C,2017-03-09T14:23:38-05:00,291,,service25,BUMC - Partition Closed / L109C/L109B,F,391882,1,,
292,2025-10-08 17:38:50.275220,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391883,C,2017-03-09T14:23:51-05:00,292,,service25,BUMC - Partition Closed / L201/L203,F,391884,1,,
293,2025-10-08 17:38:50.646176,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391885,C,2017-03-09T14:24:06-05:00,293,,service25,BUMC - Partition Closed / L206/L209,F,391886,1,,
294,2025-10-08 17:38:50.971434,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391887,C,2017-03-09T14:24:23-05:00,294,,service25,BUMC - Partition Closed / L211/L213,F,391888,1,,
295,2025-10-08 17:38:51.297871,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391889,C,2017-03-09T14:24:38-05:00,295,,service25,BUMC - Partition Closed / L212/L214,F,391890,1,,
296,2025-10-08 17:38:51.624130,accl,0000002C,00000021,est,2.0,4.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391891,C,2024-03-18T15:35:34-04:00,296,,bumcfa01@bu.edu,BUMC - Partition Closed/ CT460/460A,F,391892,2,,
297,2025-10-08 17:38:51.938791,accl,00000028,00000021,est,2.0,4.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391893,C,2024-03-18T12:34:07-04:00,297,,bumcfa01@bu.edu,BUMC - Partition Closed/ CT462/462A,F,391894,2,,
298,2025-10-08 17:38:52.258606,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391895,C,2017-03-09T14:25:31-05:00,298,,service25,BUMC - Partition Open / K103N/S,F,391896,1,,
299,2025-10-08 17:38:52.583220,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391897,C,2017-03-09T14:25:45-05:00,299,,service25,BUMC - Partition Open / L109A/L109B,F,391898,1,,
300,2025-10-08 17:38:52.918551,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391899,C,2017-03-09T14:26:01-05:00,300,,service25,BUMC - Partition Open / L109C/L109B,F,391900,1,,
301,2025-10-08 17:38:53.245542,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391901,C,2017-03-09T14:26:21-05:00,301,,service25,BUMC - Partition Open / L201/L203,F,391902,1,,
302,2025-10-08 17:38:53.586614,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391903,C,2017-03-09T14:26:36-05:00,302,,service25,BUMC - Partition Open / L206/L209,F,391904,1,,
303,2025-10-08 17:38:53.930154,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391905,C,2017-03-09T14:26:49-05:00,303,,service25,BUMC - Partition Open / L211/L213,F,391906,1,,
304,2025-10-08 17:38:54.264300,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391907,C,2017-03-09T14:27:18-05:00,304,,service25,BUMC - Partition Open / L212/L214,F,391908,1,,
305,2025-10-08 17:38:54.585912,accl,00000022,,,,,,,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,,C,2021-08-17T16:12:25-04:00,305,,BUMC FA2,BUMC - Partition Opened / 670 Rm 107&108,F,,0,,"[{'crc': '00000021', 'status': 'est', 'stock_level': 0, 'version_nbr': 6, 'stock_end_dt': '2100-12-31', 'stock_start_dt': '2021-08-17'}, {'crc': '00000021', 'status': 'est', 'stock_level': 1, 'version_nbr': 4, 'stock_end_dt': '2021-08-17', 'stock_start_dt': '2016-12-22'}]"
306,2025-10-08 17:38:54.909736,accl,0000003F,00000021,est,2.0,4.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391911,C,2024-03-18T15:36:22-04:00,306,,bumcfa01@bu.edu,BUMC - Partition Opened/ CT460/460A,F,391912,2,,
307,2025-10-08 17:38:55.237937,accl,00000028,00000021,est,2.0,4.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391913,C,2024-03-18T12:33:14-04:00,307,,bumcfa01@bu.edu,BUMC - Partition Opened/ CT462/462A,F,391914,2,,
387,2025-10-08 17:38:55.560583,accl,00000021,00000022,est,7.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392125,C,2017-03-09T14:50:43-05:00,387,,service25,BUMC - Physiology ADI Kit,F,392126,7,,
388,2025-10-08 17:38:55.874282,accl,00000021,00000022,est,7.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392127,C,2017-03-09T14:51:00-05:00,388,,service25,BUMC - Physiology ADI Laptop,F,392128,7,,
308,2025-10-08 17:38:56.203297,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,,,,,,,F,F,391915,C,2017-03-09T14:28:38-05:00,308,,service25,BUMC - Piano Moving - Hiebert,F,391916,1,"[{'crc': '00000021', 'status': 'est', 'category_id': 319, 'category_name': 'Building - Hiebert', 'category_defn_state': 1}, {'crc': '00000021', 'status': 'est', 'category_id': 307, 'category_name': 'BUMC - Facilities Mgt.', 'category_defn_state': 1}]",
456,2025-10-08 17:38:56.524859,accl,00000021,00000024,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,436816,C,2017-06-28T09:40:58-04:00,456,,r25admin,BUMC - Podium - Portable Restricted Use,F,436817,2,,
390,2025-10-08 17:38:56.862192,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392132,C,2017-03-09T14:51:31-05:00,390,,service25,BUMC - Podium Sign - BU (EB43),F,392133,1,,
391,2025-10-08 17:38:57.187038,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392134,C,2017-03-09T14:51:47-05:00,391,,service25,BUMC - Podium Sign - SPH (EB43),F,392135,1,,
523,2025-10-08 17:38:57.548435,accl,00000022,00000021,est,5.0,1.0,2100-01-01,2022-01-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2023-06-27T15:17:56-04:00,523,,bumcfa01@bu.edu,BUMC - Point Solutions,F,,5,,
392,2025-10-08 17:38:57.877573,accl,00000022,00000022,est,0.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,"Retired on 10/11/18, now ""BUMC - Cisco VOIP Conference Phone""",F,F,392137,C,2018-10-11T11:20:00-04:00,392,,BUMC FA2,BUMC - Polycom - Analog Phone System,F,392138,0,,
309,2025-10-08 17:38:58.198701,accl,00000023,00000024,est,35.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,"Poster Board Dimensions: 4' x 8' (per Frank Gibbs, 12/11/18)",F,F,391917,C,2018-12-12T12:30:44-05:00,309,,BUMC FA2,BUMC - Poster Board Panels,F,391918,35,,
393,2025-10-08 17:38:58.525298,accl,00000021,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392139,C,2017-03-09T14:52:19-05:00,393,,service25,BUMC - Power Strip,F,392140,5,,
395,2025-10-08 17:38:58.864903,accl,00000021,00000021,est,4.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392144,C,2017-03-09T14:52:52-05:00,395,,service25,BUMC - Privacy Curtain,F,392145,4,,
397,2025-10-08 17:38:59.204809,accl,00000021,00000021,est,40.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392148,C,2017-03-09T14:53:23-05:00,397,,service25,BUMC - Privacy paper,F,392149,40,,
396,2025-10-08 17:38:59.534531,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392146,C,2017-03-09T14:53:08-05:00,396,,service25,BUMC - Privacy Screen,F,392147,2,,
459,2025-10-08 17:38:59.857812,accl,00000022,,,,,,,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-01-11T14:50:58-05:00,459,,BUMC FA2,BUMC - Projection Cart w/Laptop (L401),F,,0,,"[{'crc': '00000021', 'status': 'est', 'stock_level': 0, 'version_nbr': 7, 'stock_end_dt': '2050-02-01', 'stock_start_dt': '2024-01-01'}, {'crc': '00000021', 'status': 'est', 'stock_level': 1, 'version_nbr': 3, 'stock_end_dt': '2024-01-01', 'stock_start_dt': '2016-12-22'}]"
460,2025-10-08 17:39:00.185311,accl,00000022,,,,,,,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-01-11T14:52:26-05:00,460,,BUMC FA2,BUMC - Projection Cart w/Laptop (L403),F,,0,,"[{'crc': '00000021', 'status': 'est', 'stock_level': 0, 'version_nbr': 8, 'stock_end_dt': '2050-02-01', 'stock_start_dt': '2024-01-01'}, {'crc': '00000021', 'status': 'est', 'stock_level': 1, 'version_nbr': 4, 'stock_end_dt': '2024-01-01', 'stock_start_dt': '2016-12-22'}]"
461,2025-10-08 17:39:00.518650,accl,00000022,,,,,,,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-01-11T14:53:03-05:00,461,,BUMC FA2,BUMC - Projection Cart w/Laptop (L406),F,,0,,"[{'crc': '00000021', 'status': 'est', 'stock_level': 0, 'version_nbr': 8, 'stock_end_dt': '2050-02-01', 'stock_start_dt': '2024-01-01'}, {'crc': '00000021', 'status': 'est', 'stock_level': 1, 'version_nbr': 4, 'stock_end_dt': '2024-01-01', 'stock_start_dt': '2016-12-22'}]"
462,2025-10-08 17:39:00.842686,accl,00000022,,,,,,,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-01-11T14:53:39-05:00,462,,BUMC FA2,BUMC - Projection Cart w/Laptop (L409),F,,0,,"[{'crc': '00000021', 'status': 'est', 'stock_level': 0, 'version_nbr': 8, 'stock_end_dt': '2050-02-01', 'stock_start_dt': '2024-01-01'}, {'crc': '00000021', 'status': 'est', 'stock_level': 1, 'version_nbr': 4, 'stock_end_dt': '2024-01-01', 'stock_start_dt': '2016-12-22'}]"
463,2025-10-08 17:39:01.170039,accl,00000022,,,,,,,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-01-11T15:19:24-05:00,463,,BUMC FA2,BUMC - Projection Cart w/Laptop (L412),F,,0,,"[{'crc': '00000021', 'status': 'est', 'stock_level': 0, 'version_nbr': 8, 'stock_end_dt': '2050-02-01', 'stock_start_dt': '2024-01-01'}, {'crc': '00000021', 'status': 'est', 'stock_level': 1, 'version_nbr': 4, 'stock_end_dt': '2024-01-01', 'stock_start_dt': '2016-12-22'}]"
464,2025-10-08 17:39:01.496149,accl,00000022,,,,,,,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-01-11T15:20:02-05:00,464,,BUMC FA2,BUMC - Projection Cart w/Laptop (L413),F,,0,,"[{'crc': '00000021', 'status': 'est', 'stock_level': 0, 'version_nbr': 8, 'stock_end_dt': '2050-02-01', 'stock_start_dt': '2024-01-01'}, {'crc': '00000021', 'status': 'est', 'stock_level': 1, 'version_nbr': 4, 'stock_end_dt': '2024-01-01', 'stock_start_dt': '2016-12-22'}]"
399,2025-10-08 17:39:01.815118,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392153,C,2017-03-09T14:53:56-05:00,399,,service25,BUMC - Projection Screen 6ft (portable),F,392154,2,,
311,2025-10-08 17:39:02.131374,accl,00000021,00000022,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391921,C,2017-03-09T14:29:31-05:00,311,,service25,BUMC - Rearrange Furniture,F,391922,5,,
312,2025-10-08 17:39:02.454658,accl,00000021,00000022,est,3.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391923,C,2017-03-09T14:29:47-05:00,312,,service25,BUMC - Rearrange Furniture in POD Style,F,391924,3,,
313,2025-10-08 17:39:02.794727,accl,00000021,00000023,est,2.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391925,C,2017-03-09T14:30:02-05:00,313,,service25,BUMC - Rearrange Furniture in U Shape,F,391926,2,,
